EmployeeName,JobTitle,Department,Email,BadgeID
Tanya Wiggins,Claims Examiner,Claims,tanya.wiggins@phlinsuranceco.com,PHL980162
Jason Hall,Broker,Underwriting,jason.hall@phlinsuranceco.com,PHL248460
Jennifer Jordan,Claims Specialist,Client Services,jennifer.jordan@phlinsuranceco.com,PHL463348
Jesse Mcknight,Claims Adjuster,Compliance,jesse.mcknight@phlinsuranceco.com,PHL276532
Barbara Vincent,Insurance Advisor,Operations,barbara.vincent@phlinsuranceco.com,PHL179684
Jonathan Smith,Insurance Advisor,Operations,jonathan.smith@phlinsuranceco.com,PHL764098
Charles Stark,Claims Adjuster,Underwriting,charles.stark@phlinsuranceco.com,PHL242985
Heather Sanchez,Claims Examiner,Sales,heather.sanchez@phlinsuranceco.com,PHL131921
Melissa Valenzuela,Underwriting Assistant,Operations,melissa.valenzuela@phlinsuranceco.com,PHL837087
William White,Underwriting Assistant,Operations,william.white@phlinsuranceco.com,PHL578300
Tyler Hicks,Claims Specialist,Operations,tyler.hicks@phlinsuranceco.com,PHL950330
Susan Carey,Policy Administrator,Claims,susan.carey@phlinsuranceco.com,PHL392232
Mark Lester,Risk Analyst,Sales,mark.lester@phlinsuranceco.com,PHL225047
Jimmy Turner,Risk Manager,Underwriting,jimmy.turner@phlinsuranceco.com,PHL403838
Daniel Griffin,Claims Adjuster,Sales,daniel.griffin@phlinsuranceco.com,PHL277575
Amy Jacobson,Claims Adjuster,Operations,amy.jacobson@phlinsuranceco.com,PHL690159
Carrie Johnson,Claims Adjuster,Risk Management,carrie.johnson@phlinsuranceco.com,PHL716031
Micheal Carpenter,Sales Executive,Sales,micheal.carpenter@phlinsuranceco.com,PHL208911
Anne Andrews,Client Services Manager,Client Services,anne.andrews@phlinsuranceco.com,PHL369198
Andrew Banks,Claims Specialist,Sales,andrew.banks@phlinsuranceco.com,PHL439018
William Mccoy,Claims Adjuster,Operations,william.mccoy@phlinsuranceco.com,PHL903399
Matthew Pacheco,Account Manager,Client Services,matthew.pacheco@phlinsuranceco.com,PHL614301
Stephanie Willis,Risk Manager,Underwriting,stephanie.willis@phlinsuranceco.com,PHL555712
Bonnie Brown,Broker,Compliance,bonnie.brown@phlinsuranceco.com,PHL317666
Amanda Cooper,Insurance Advisor,Compliance,amanda.cooper@phlinsuranceco.com,PHL625353
Emily Rice,Sales Executive,Client Services,emily.rice@phlinsuranceco.com,PHL791428
Christopher Johnson,Underwriter,Client Services,christopher.johnson@phlinsuranceco.com,PHL219015
Lauren Hill,Broker,Claims,lauren.hill@phlinsuranceco.com,PHL143355
Lindsay Hernandez,Claims Adjuster,Client Services,lindsay.hernandez@phlinsuranceco.com,PHL887205
Daniel Williams,Risk Analyst,Operations,daniel.williams@phlinsuranceco.com,PHL270308
Susan Mathis,Risk Manager,Compliance,susan.mathis@phlinsuranceco.com,PHL919143
Brittney Kent,Claims Adjuster,Operations,brittney.kent@phlinsuranceco.com,PHL642216
Allison Brennan,Claims Examiner,Risk Management,allison.brennan@phlinsuranceco.com,PHL708777
Christopher Jones,Underwriter,Claims,christopher.jones@phlinsuranceco.com,PHL360626
Ryan Estes,Compliance Officer,Operations,ryan.estes@phlinsuranceco.com,PHL283888
Shelly Trujillo,Broker,Claims,shelly.trujillo@phlinsuranceco.com,PHL999360
Tammy Stone,Account Manager,Compliance,tammy.stone@phlinsuranceco.com,PHL675303
Gregory Nicholson,Underwriter,Operations,gregory.nicholson@phlinsuranceco.com,PHL448603
Eric Cole,Claims Specialist,Underwriting,eric.cole@phlinsuranceco.com,PHL232160
Tonya Hughes,Actuary,Compliance,tonya.hughes@phlinsuranceco.com,PHL501150
Rebecca Hill,Claims Examiner,Compliance,rebecca.hill@phlinsuranceco.com,PHL944891
Taylor Schmitt,Risk Manager,Claims,taylor.schmitt@phlinsuranceco.com,PHL162285
Kirk Harrison,Risk Manager,Client Services,kirk.harrison@phlinsuranceco.com,PHL150944
Cody Carroll,Claims Adjuster,Client Services,cody.carroll@phlinsuranceco.com,PHL323559
Dr. Christine Hall,Risk Analyst,Sales,dr..christine.hall@phlinsuranceco.com,PHL108969
Sergio York,Sales Executive,Underwriting,sergio.york@phlinsuranceco.com,PHL481648
Ronald Cook,Risk Analyst,Risk Management,ronald.cook@phlinsuranceco.com,PHL991777
Nathaniel Gray,Insurance Advisor,Claims,nathaniel.gray@phlinsuranceco.com,PHL709879
Thomas Cook,Insurance Advisor,Compliance,thomas.cook@phlinsuranceco.com,PHL956533
Kathryn Sullivan,Compliance Officer,Underwriting,kathryn.sullivan@phlinsuranceco.com,PHL668302
Ricky Carroll,Claims Examiner,Compliance,ricky.carroll@phlinsuranceco.com,PHL578059
Timothy Clark,Client Services Manager,Sales,timothy.clark@phlinsuranceco.com,PHL359475
Maria Rodriguez,Policy Administrator,Client Services,maria.rodriguez@phlinsuranceco.com,PHL524328
Marcus Martinez,Claims Specialist,Compliance,marcus.martinez@phlinsuranceco.com,PHL823799
Paul Patterson,Underwriter,Claims,paul.patterson@phlinsuranceco.com,PHL632151
Aaron Jarvis,Account Manager,Operations,aaron.jarvis@phlinsuranceco.com,PHL980224
Laura Flores,Policy Administrator,Client Services,laura.flores@phlinsuranceco.com,PHL281183
Timothy Hayes,Sales Executive,Claims,timothy.hayes@phlinsuranceco.com,PHL830106
Victoria Miller,Broker,Sales,victoria.miller@phlinsuranceco.com,PHL810537
David Taylor,Actuary,Client Services,david.taylor@phlinsuranceco.com,PHL944325
Todd Morgan,Actuary,Compliance,todd.morgan@phlinsuranceco.com,PHL784417
Carl Wiley,Risk Manager,Risk Management,carl.wiley@phlinsuranceco.com,PHL862878
Christopher Delgado,Underwriter,Compliance,christopher.delgado@phlinsuranceco.com,PHL725474
Samuel Rodriguez,Risk Manager,Sales,samuel.rodriguez@phlinsuranceco.com,PHL721985
Shannon Hansen,Compliance Officer,Operations,shannon.hansen@phlinsuranceco.com,PHL109134
Anthony Jones,Policy Administrator,Client Services,anthony.jones@phlinsuranceco.com,PHL509770
John Wells,Claims Adjuster,Client Services,john.wells@phlinsuranceco.com,PHL959579
Antonio Miller,Compliance Officer,Claims,antonio.miller@phlinsuranceco.com,PHL444945
Diana Gaines,Account Manager,Risk Management,diana.gaines@phlinsuranceco.com,PHL684745
Isaac Walker,Claims Examiner,Compliance,isaac.walker@phlinsuranceco.com,PHL804499
Benjamin Hill,Account Manager,Underwriting,benjamin.hill@phlinsuranceco.com,PHL491490
Melissa Walters,Claims Examiner,Risk Management,melissa.walters@phlinsuranceco.com,PHL160871
Felicia Stewart,Claims Adjuster,Client Services,felicia.stewart@phlinsuranceco.com,PHL535680
Justin Schmidt,Actuary,Claims,justin.schmidt@phlinsuranceco.com,PHL432603
Daniel Smith,Client Services Manager,Operations,daniel.smith@phlinsuranceco.com,PHL875027
Brent Brown,Actuary,Risk Management,brent.brown@phlinsuranceco.com,PHL857617
Ashley Mason,Actuary,Risk Management,ashley.mason@phlinsuranceco.com,PHL995775
Brian Mcpherson,Compliance Officer,Client Services,brian.mcpherson@phlinsuranceco.com,PHL242465
Mr. Johnathan Craig,Claims Adjuster,Risk Management,mr..johnathan.craig@phlinsuranceco.com,PHL970857
Christopher Ellis,Compliance Officer,Operations,christopher.ellis@phlinsuranceco.com,PHL368774
Caroline Johnson,Insurance Advisor,Underwriting,caroline.johnson@phlinsuranceco.com,PHL819528
Rachel Sims,Sales Executive,Client Services,rachel.sims@phlinsuranceco.com,PHL135449
Donna Bird,Policy Administrator,Compliance,donna.bird@phlinsuranceco.com,PHL510768
Angela Malone,Underwriter,Compliance,angela.malone@phlinsuranceco.com,PHL460027
Elizabeth York,Policy Administrator,Operations,elizabeth.york@phlinsuranceco.com,PHL393810
Jennifer Taylor,Claims Examiner,Risk Management,jennifer.taylor@phlinsuranceco.com,PHL862628
Shelly Gonzalez,Sales Executive,Client Services,shelly.gonzalez@phlinsuranceco.com,PHL921760
Anthony Cox,Claims Examiner,Client Services,anthony.cox@phlinsuranceco.com,PHL946314
Anne Jackson,Actuary,Sales,anne.jackson@phlinsuranceco.com,PHL532754
Brian Morris,Risk Manager,Claims,brian.morris@phlinsuranceco.com,PHL429881
Mr. Patrick Moore MD,Underwriting Assistant,Compliance,mr..patrick.moore.md@phlinsuranceco.com,PHL663409
Teresa Hart,Actuary,Sales,teresa.hart@phlinsuranceco.com,PHL532850
Sharon Norton,Underwriter,Risk Management,sharon.norton@phlinsuranceco.com,PHL532039
Angela Jennings,Underwriting Assistant,Sales,angela.jennings@phlinsuranceco.com,PHL815924
Brian Young,Insurance Advisor,Compliance,brian.young@phlinsuranceco.com,PHL886277
Lisa Boyd,Underwriter,Client Services,lisa.boyd@phlinsuranceco.com,PHL333322
Dr. Crystal Medina,Broker,Sales,dr..crystal.medina@phlinsuranceco.com,PHL330407
Crystal Bryant,Underwriter,Underwriting,crystal.bryant@phlinsuranceco.com,PHL486097
Karina Walker,Claims Specialist,Underwriting,karina.walker@phlinsuranceco.com,PHL109235
Bryan Barry,Claims Adjuster,Operations,bryan.barry@phlinsuranceco.com,PHL592007
Norma Moran,Claims Specialist,Sales,norma.moran@phlinsuranceco.com,PHL338614
Richard Pearson,Policy Administrator,Sales,richard.pearson@phlinsuranceco.com,PHL154249
Tasha Jensen,Risk Manager,Claims,tasha.jensen@phlinsuranceco.com,PHL539278
Rebecca Barnes,Claims Examiner,Risk Management,rebecca.barnes@phlinsuranceco.com,PHL299029
Derrick Carter,Policy Administrator,Claims,derrick.carter@phlinsuranceco.com,PHL704027
Brittany Henderson,Broker,Client Services,brittany.henderson@phlinsuranceco.com,PHL607286
Gary Payne,Risk Analyst,Sales,gary.payne@phlinsuranceco.com,PHL579598
Kevin Flores,Underwriter,Risk Management,kevin.flores@phlinsuranceco.com,PHL853695
Margaret Barnett,Account Manager,Compliance,margaret.barnett@phlinsuranceco.com,PHL946738
Erik Brown,Underwriter,Sales,erik.brown@phlinsuranceco.com,PHL441390
Lauren Brennan,Policy Administrator,Risk Management,lauren.brennan@phlinsuranceco.com,PHL495619
April Morgan,Claims Specialist,Underwriting,april.morgan@phlinsuranceco.com,PHL956641
David Johnson,Insurance Advisor,Risk Management,david.johnson@phlinsuranceco.com,PHL393148
Dr. Nicole Vaughan,Actuary,Risk Management,dr..nicole.vaughan@phlinsuranceco.com,PHL434867
John Nixon,Risk Analyst,Risk Management,john.nixon@phlinsuranceco.com,PHL161407
Felicia Taylor,Compliance Officer,Client Services,felicia.taylor@phlinsuranceco.com,PHL335876
Thomas Mcdonald,Compliance Officer,Operations,thomas.mcdonald@phlinsuranceco.com,PHL247622
Kenneth Hill,Claims Adjuster,Sales,kenneth.hill@phlinsuranceco.com,PHL137243
Paul Dominguez,Compliance Officer,Compliance,paul.dominguez@phlinsuranceco.com,PHL907673
Stacy Green DDS,Claims Specialist,Client Services,stacy.green.dds@phlinsuranceco.com,PHL156499
Justin Barajas,Claims Specialist,Risk Management,justin.barajas@phlinsuranceco.com,PHL973993
Derek Rubio,Underwriter,Operations,derek.rubio@phlinsuranceco.com,PHL708038
Joshua Sanders,Underwriter,Risk Management,joshua.sanders@phlinsuranceco.com,PHL619149
Madison Bauer,Underwriter,Sales,madison.bauer@phlinsuranceco.com,PHL985503
Lance Bryan,Claims Specialist,Underwriting,lance.bryan@phlinsuranceco.com,PHL504150
Michael Carrillo,Actuary,Sales,michael.carrillo@phlinsuranceco.com,PHL596911
Garrett Rosales,Actuary,Operations,garrett.rosales@phlinsuranceco.com,PHL273027
Katherine Pierce,Actuary,Claims,katherine.pierce@phlinsuranceco.com,PHL159430
Natalie Perez,Sales Executive,Operations,natalie.perez@phlinsuranceco.com,PHL716404
Charles Mitchell,Underwriting Assistant,Client Services,charles.mitchell@phlinsuranceco.com,PHL444952
Ashley Miller MD,Risk Analyst,Underwriting,ashley.miller.md@phlinsuranceco.com,PHL844686
Darren Jones,Account Manager,Operations,darren.jones@phlinsuranceco.com,PHL811984
Dr. Adam Skinner,Claims Adjuster,Risk Management,dr..adam.skinner@phlinsuranceco.com,PHL758555
Timothy Ritter,Broker,Compliance,timothy.ritter@phlinsuranceco.com,PHL634642
Timothy Torres,Compliance Officer,Underwriting,timothy.torres@phlinsuranceco.com,PHL660835
Tammy Cannon,Risk Analyst,Client Services,tammy.cannon@phlinsuranceco.com,PHL559526
Cassandra Marshall,Underwriter,Claims,cassandra.marshall@phlinsuranceco.com,PHL243503
Kimberly Freeman,Policy Administrator,Claims,kimberly.freeman@phlinsuranceco.com,PHL507496
Kelsey Shea,Account Manager,Compliance,kelsey.shea@phlinsuranceco.com,PHL944754
Derek Scott,Underwriting Assistant,Risk Management,derek.scott@phlinsuranceco.com,PHL274015
Michael Drake,Policy Administrator,Risk Management,michael.drake@phlinsuranceco.com,PHL338489
Angela Madden,Account Manager,Client Services,angela.madden@phlinsuranceco.com,PHL262435
Richard Price,Actuary,Client Services,richard.price@phlinsuranceco.com,PHL859012
Taylor Taylor,Underwriting Assistant,Sales,taylor.taylor@phlinsuranceco.com,PHL556591
Casey Beck,Underwriting Assistant,Claims,casey.beck@phlinsuranceco.com,PHL906257
Mary Leon,Risk Analyst,Compliance,mary.leon@phlinsuranceco.com,PHL951027
Lisa Reese,Claims Specialist,Sales,lisa.reese@phlinsuranceco.com,PHL328986
Diana Thomas,Actuary,Underwriting,diana.thomas@phlinsuranceco.com,PHL867965
Edward Brown,Claims Specialist,Compliance,edward.brown@phlinsuranceco.com,PHL501340
Bryan Vargas,Claims Adjuster,Risk Management,bryan.vargas@phlinsuranceco.com,PHL666940
William Mcclain,Actuary,Claims,william.mcclain@phlinsuranceco.com,PHL923975
Jeremy Anderson,Account Manager,Claims,jeremy.anderson@phlinsuranceco.com,PHL261385
Paula Cole,Policy Administrator,Sales,paula.cole@phlinsuranceco.com,PHL386519
Katie Flynn,Account Manager,Underwriting,katie.flynn@phlinsuranceco.com,PHL650066
Lisa Miller,Underwriter,Underwriting,lisa.miller@phlinsuranceco.com,PHL682317
Juan Gomez,Client Services Manager,Sales,juan.gomez@phlinsuranceco.com,PHL325761
Mrs. Bethany Shields,Claims Adjuster,Client Services,mrs..bethany.shields@phlinsuranceco.com,PHL387907
James Hughes,Underwriter,Risk Management,james.hughes@phlinsuranceco.com,PHL843756
Sarah Villanueva,Compliance Officer,Sales,sarah.villanueva@phlinsuranceco.com,PHL448152
Katrina Sims,Claims Examiner,Compliance,katrina.sims@phlinsuranceco.com,PHL198270
Beth Jacobs,Compliance Officer,Compliance,beth.jacobs@phlinsuranceco.com,PHL391459
Monique Brown,Policy Administrator,Operations,monique.brown@phlinsuranceco.com,PHL166266
Andrea Huerta,Risk Analyst,Operations,andrea.huerta@phlinsuranceco.com,PHL211944
Sarah Anderson,Claims Specialist,Risk Management,sarah.anderson@phlinsuranceco.com,PHL325431
Tyler Patel,Claims Specialist,Underwriting,tyler.patel@phlinsuranceco.com,PHL990086
Jacob Moore,Claims Examiner,Risk Management,jacob.moore@phlinsuranceco.com,PHL434443
Sarah Thompson,Claims Specialist,Risk Management,sarah.thompson@phlinsuranceco.com,PHL200666
Jack Hamilton,Actuary,Underwriting,jack.hamilton@phlinsuranceco.com,PHL650690
Tamara Martin,Account Manager,Client Services,tamara.martin@phlinsuranceco.com,PHL696049
Charles Thompson,Claims Specialist,Risk Management,charles.thompson@phlinsuranceco.com,PHL491295
Debbie Barton,Risk Analyst,Risk Management,debbie.barton@phlinsuranceco.com,PHL594102
Teresa Garrison,Broker,Client Services,teresa.garrison@phlinsuranceco.com,PHL846396
Rachel Bailey,Sales Executive,Underwriting,rachel.bailey@phlinsuranceco.com,PHL795576
William Lucero,Broker,Risk Management,william.lucero@phlinsuranceco.com,PHL298609
Emma Archer,Claims Adjuster,Compliance,emma.archer@phlinsuranceco.com,PHL747011
Cody Gray,Risk Analyst,Compliance,cody.gray@phlinsuranceco.com,PHL448372
Richard Roberts,Underwriter,Operations,richard.roberts@phlinsuranceco.com,PHL726127
Bobby Moore,Claims Examiner,Operations,bobby.moore@phlinsuranceco.com,PHL570609
Amy Villanueva,Compliance Officer,Underwriting,amy.villanueva@phlinsuranceco.com,PHL444354
Shannon Stone,Underwriting Assistant,Underwriting,shannon.stone@phlinsuranceco.com,PHL488101
Michael Adams,Actuary,Risk Management,michael.adams@phlinsuranceco.com,PHL418266
Luke White,Underwriter,Compliance,luke.white@phlinsuranceco.com,PHL582573
Christina Peck,Underwriting Assistant,Underwriting,christina.peck@phlinsuranceco.com,PHL734725
Christina Andrews,Broker,Risk Management,christina.andrews@phlinsuranceco.com,PHL980659
Roy Ray PhD,Risk Manager,Underwriting,roy.ray.phd@phlinsuranceco.com,PHL945372
Mr. Raymond Gutierrez,Underwriting Assistant,Claims,mr..raymond.gutierrez@phlinsuranceco.com,PHL156778
Amber Yang,Sales Executive,Underwriting,amber.yang@phlinsuranceco.com,PHL848193
Nancy Ali,Compliance Officer,Compliance,nancy.ali@phlinsuranceco.com,PHL562212
Amanda Gonzalez,Sales Executive,Operations,amanda.gonzalez@phlinsuranceco.com,PHL672660
Michael Wong,Client Services Manager,Operations,michael.wong@phlinsuranceco.com,PHL107893
Benjamin Turner,Client Services Manager,Claims,benjamin.turner@phlinsuranceco.com,PHL937800
John Chandler,Underwriter,Underwriting,john.chandler@phlinsuranceco.com,PHL708074
